,function_name,id,number,first,next,type
0,get_argv_utf8,0,3074457345618258674,METHOD,ANY get_argv_utf8 (int *argc),0
0,get_argv_utf8,1,3074457345618258675,PARAM,int *argc,0
0,get_argv_utf8,2,3074457345618258676,BLOCK,<empty>,0
0,get_argv_utf8,3,3074457345618258677,LOCAL,int i,0
0,get_argv_utf8,4,3074457345618258678,assignment,i = 0,1
0,get_argv_utf8,5,3074457345618258679,IDENTIFIER,i,0
0,get_argv_utf8,6,3074457345618258680,LITERAL,0,0
0,get_argv_utf8,7,3074457345618258681,LOCAL,char** argv,0
0,get_argv_utf8,8,3074457345618258682,assignment,**argv = NULL,1
0,get_argv_utf8,9,3074457345618258683,IDENTIFIER,argv,0
0,get_argv_utf8,10,3074457345618258684,IDENTIFIER,NULL,0
0,get_argv_utf8,11,3074457345618258685,LOCAL,wchar_t cmdline,0
0,get_argv_utf8,12,3074457345618258686,assignment,*cmdline = NULL,1
0,get_argv_utf8,13,3074457345618258687,IDENTIFIER,cmdline,0
0,get_argv_utf8,14,3074457345618258688,IDENTIFIER,NULL,0
0,get_argv_utf8,15,3074457345618258689,LOCAL,wchar_t argv_w,0
0,get_argv_utf8,16,3074457345618258690,assignment,**argv_w = NULL,1
0,get_argv_utf8,17,3074457345618258691,IDENTIFIER,argv_w,0
0,get_argv_utf8,18,3074457345618258692,IDENTIFIER,NULL,0
0,get_argv_utf8,19,3074457345618258693,assignment,cmdline = GetCommandLineW(),1
0,get_argv_utf8,20,3074457345618258694,IDENTIFIER,cmdline,0
0,get_argv_utf8,21,3074457345618258695,GetCommandLineW,GetCommandLineW(),0
0,get_argv_utf8,22,3074457345618258696,assignment,"argv_w = CommandLineToArgvW (cmdline, argc)",1
0,get_argv_utf8,23,3074457345618258697,IDENTIFIER,argv_w,0
0,get_argv_utf8,24,3074457345618258698,CommandLineToArgvW,"CommandLineToArgvW (cmdline, argc)",0
0,get_argv_utf8,25,3074457345618258699,IDENTIFIER,cmdline,0
0,get_argv_utf8,26,3074457345618258700,IDENTIFIER,argc,0
0,get_argv_utf8,27,3074457345618258701,CONTROL_STRUCTURE,if (!argv_w),0
0,get_argv_utf8,28,3074457345618258702,logicalNot,!argv_w,1
0,get_argv_utf8,29,3074457345618258703,IDENTIFIER,argv_w,0
0,get_argv_utf8,30,3074457345618258704,BLOCK,<empty>,0
0,get_argv_utf8,31,3074457345618258705,printf,"printf(""failed to CommandLineToArgvW(), GLE=%lu\n"", GetLastError())",0
0,get_argv_utf8,32,3074457345618258706,LITERAL,"""failed to CommandLineToArgvW(), GLE=%lu\n""",0
0,get_argv_utf8,33,3074457345618258707,GetLastError,GetLastError(),0
0,get_argv_utf8,34,3074457345618258708,RETURN,return NULL;,0
0,get_argv_utf8,35,3074457345618258709,IDENTIFIER,NULL,0
0,get_argv_utf8,36,3074457345618258710,assignment,argv = (char **)malloc (sizeof(char*) * (*argc)),1
0,get_argv_utf8,37,3074457345618258711,IDENTIFIER,argv,0
0,get_argv_utf8,38,3074457345618258712,cast,(char **)malloc (sizeof(char*) * (*argc)),1
0,get_argv_utf8,39,3074457345618258713,UNKNOWN,char **,0
0,get_argv_utf8,40,3074457345618258714,malloc,malloc (sizeof(char*) * (*argc)),0
0,get_argv_utf8,41,3074457345618258715,multiplication,sizeof(char*) * (*argc),1
0,get_argv_utf8,42,3074457345618258716,sizeOf,sizeof(char*),1
0,get_argv_utf8,43,3074457345618258717,IDENTIFIER,char,0
0,get_argv_utf8,44,3074457345618258718,indirection,*argc,1
0,get_argv_utf8,45,3074457345618258719,IDENTIFIER,argc,0
0,get_argv_utf8,46,3074457345618258720,CONTROL_STRUCTURE,for (i = 0;i < *argc;i++),0
0,get_argv_utf8,47,3074457345618258721,assignment,i = 0,1
0,get_argv_utf8,48,3074457345618258722,IDENTIFIER,i,0
0,get_argv_utf8,49,3074457345618258723,LITERAL,0,0
0,get_argv_utf8,50,3074457345618258724,lessThan,i < *argc,1
0,get_argv_utf8,51,3074457345618258725,IDENTIFIER,i,0
0,get_argv_utf8,52,3074457345618258726,indirection,*argc,1
0,get_argv_utf8,53,3074457345618258727,IDENTIFIER,argc,0
0,get_argv_utf8,54,3074457345618258728,postIncrement,i++,1
0,get_argv_utf8,55,3074457345618258729,IDENTIFIER,i,0
0,get_argv_utf8,56,3074457345618258730,BLOCK,<empty>,0
0,get_argv_utf8,57,3074457345618258731,assignment,argv[i] = wchar_to_utf8 (argv_w[i]),1
0,get_argv_utf8,58,3074457345618258732,indirectIndexAccess,argv[i],1
0,get_argv_utf8,59,3074457345618258733,IDENTIFIER,argv,0
0,get_argv_utf8,60,3074457345618258734,IDENTIFIER,i,0
0,get_argv_utf8,61,3074457345618258735,wchar_to_utf8,wchar_to_utf8 (argv_w[i]),0
0,get_argv_utf8,62,3074457345618258736,indirectIndexAccess,argv_w[i],1
0,get_argv_utf8,63,3074457345618258737,IDENTIFIER,argv_w,0
0,get_argv_utf8,64,3074457345618258738,IDENTIFIER,i,0
0,get_argv_utf8,65,3074457345618258739,RETURN,return argv;,0
0,get_argv_utf8,66,3074457345618258740,IDENTIFIER,argv,0
0,get_argv_utf8,67,3074457345618258741,METHOD_RETURN,ANY,0
