,function_name,id,number,first,next,type
0,sqlite3IsRowid,0,3074457345618258674,METHOD,int sqlite3IsRowid (const char *z),0
0,sqlite3IsRowid,1,3074457345618258675,PARAM,const char *z,0
0,sqlite3IsRowid,2,3074457345618258676,BLOCK,<empty>,0
0,sqlite3IsRowid,3,3074457345618258677,CONTROL_STRUCTURE,"if (sqlite3StrICmp(z, ""_ROWID_"")==0)",0
0,sqlite3IsRowid,4,3074457345618258678,equals,"sqlite3StrICmp(z, ""_ROWID_"")==0",1
0,sqlite3IsRowid,5,3074457345618258679,sqlite3StrICmp,"sqlite3StrICmp(z, ""_ROWID_"")",0
0,sqlite3IsRowid,6,3074457345618258680,IDENTIFIER,z,0
0,sqlite3IsRowid,7,3074457345618258681,LITERAL,"""_ROWID_""",0
0,sqlite3IsRowid,8,3074457345618258682,LITERAL,0,0
0,sqlite3IsRowid,9,3074457345618258683,RETURN,return 1;,0
0,sqlite3IsRowid,10,3074457345618258684,LITERAL,1,0
0,sqlite3IsRowid,11,3074457345618258685,CONTROL_STRUCTURE,"if (sqlite3StrICmp(z, ""ROWID"")==0)",0
0,sqlite3IsRowid,12,3074457345618258686,equals,"sqlite3StrICmp(z, ""ROWID"")==0",1
0,sqlite3IsRowid,13,3074457345618258687,sqlite3StrICmp,"sqlite3StrICmp(z, ""ROWID"")",0
0,sqlite3IsRowid,14,3074457345618258688,IDENTIFIER,z,0
0,sqlite3IsRowid,15,3074457345618258689,LITERAL,"""ROWID""",0
0,sqlite3IsRowid,16,3074457345618258690,LITERAL,0,0
0,sqlite3IsRowid,17,3074457345618258691,RETURN,return 1;,0
0,sqlite3IsRowid,18,3074457345618258692,LITERAL,1,0
0,sqlite3IsRowid,19,3074457345618258693,CONTROL_STRUCTURE,"if (sqlite3StrICmp(z, ""OID"")==0)",0
0,sqlite3IsRowid,20,3074457345618258694,equals,"sqlite3StrICmp(z, ""OID"")==0",1
0,sqlite3IsRowid,21,3074457345618258695,sqlite3StrICmp,"sqlite3StrICmp(z, ""OID"")",0
0,sqlite3IsRowid,22,3074457345618258696,IDENTIFIER,z,0
0,sqlite3IsRowid,23,3074457345618258697,LITERAL,"""OID""",0
0,sqlite3IsRowid,24,3074457345618258698,LITERAL,0,0
0,sqlite3IsRowid,25,3074457345618258699,RETURN,return 1;,0
0,sqlite3IsRowid,26,3074457345618258700,LITERAL,1,0
0,sqlite3IsRowid,27,3074457345618258701,RETURN,return 0;,0
0,sqlite3IsRowid,28,3074457345618258702,LITERAL,0,0
0,sqlite3IsRowid,29,3074457345618258703,METHOD_RETURN,int,0
