,function_name,id,number,first,next,type
0,icase_hash,0,3074457345618258674,METHOD,unsigned char icase_hash (unsigned char c),0
0,icase_hash,1,3074457345618258675,PARAM,unsigned char c,0
0,icase_hash,2,3074457345618258676,BLOCK,<empty>,0
0,icase_hash,3,3074457345618258677,RETURN,return c & ~((c & 0x40) >> 1);,0
0,icase_hash,4,3074457345618258678,and,c & ~((c & 0x40) >> 1),1
0,icase_hash,5,3074457345618258679,IDENTIFIER,c,0
0,icase_hash,6,3074457345618258680,not,~((c & 0x40) >> 1),1
0,icase_hash,7,3074457345618258681,arithmeticShiftRight,(c & 0x40) >> 1,1
0,icase_hash,8,3074457345618258682,and,c & 0x40,1
0,icase_hash,9,3074457345618258683,IDENTIFIER,c,0
0,icase_hash,10,3074457345618258684,LITERAL,0x40,0
0,icase_hash,11,3074457345618258685,LITERAL,1,0
0,icase_hash,12,3074457345618258686,METHOD_RETURN,unsigned char,0
