,function_name,id,number,first,next,type
0,readn,0,3074457345618258674,METHOD,"ANY readn (int fd,void *vptr,size_t n)",0
0,readn,1,3074457345618258675,PARAM,int fd,0
0,readn,2,3074457345618258676,PARAM,void *vptr,0
0,readn,3,3074457345618258677,PARAM,size_t n,0
0,readn,4,3074457345618258678,BLOCK,<empty>,0
0,readn,5,3074457345618258679,LOCAL,size_t nleft,0
0,readn,6,3074457345618258680,LOCAL,ssize_t nread,0
0,readn,7,3074457345618258681,LOCAL,char* ptr,0
0,readn,8,3074457345618258682,assignment,ptr = vptr,1
0,readn,9,3074457345618258683,IDENTIFIER,ptr,0
0,readn,10,3074457345618258684,IDENTIFIER,vptr,0
0,readn,11,3074457345618258685,assignment,nleft = n,1
0,readn,12,3074457345618258686,IDENTIFIER,nleft,0
0,readn,13,3074457345618258687,IDENTIFIER,n,0
0,readn,14,3074457345618258688,CONTROL_STRUCTURE,while (nleft > 0),0
0,readn,15,3074457345618258689,greaterThan,nleft > 0,1
0,readn,16,3074457345618258690,IDENTIFIER,nleft,0
0,readn,17,3074457345618258691,LITERAL,0,0
0,readn,18,3074457345618258692,BLOCK,<empty>,0
0,readn,19,3074457345618258693,CONTROL_STRUCTURE,"if ((nread = read(fd, ptr, nleft)) < 0)",0
0,readn,20,3074457345618258694,lessThan,"(nread = read(fd, ptr, nleft)) < 0",1
0,readn,21,3074457345618258695,assignment,"nread = read(fd, ptr, nleft)",1
0,readn,22,3074457345618258696,IDENTIFIER,nread,0
0,readn,23,3074457345618258697,read,"read(fd, ptr, nleft)",0
0,readn,24,3074457345618258698,IDENTIFIER,fd,0
0,readn,25,3074457345618258699,IDENTIFIER,ptr,0
0,readn,26,3074457345618258700,IDENTIFIER,nleft,0
0,readn,27,3074457345618258701,LITERAL,0,0
0,readn,28,3074457345618258702,BLOCK,<empty>,0
0,readn,29,3074457345618258703,CONTROL_STRUCTURE,if (errno == EINTR),0
0,readn,30,3074457345618258704,equals,errno == EINTR,1
0,readn,31,3074457345618258705,IDENTIFIER,errno,0
0,readn,32,3074457345618258706,IDENTIFIER,EINTR,0
0,readn,33,3074457345618258707,assignment,nread = 0,1
0,readn,34,3074457345618258708,IDENTIFIER,nread,0
0,readn,35,3074457345618258709,LITERAL,0,0
0,readn,36,3074457345618258710,CONTROL_STRUCTURE,else,0
0,readn,37,3074457345618258711,RETURN,return(-1);,0
0,readn,38,3074457345618258712,minus,-1,1
0,readn,39,3074457345618258713,LITERAL,1,0
0,readn,40,3074457345618258714,CONTROL_STRUCTURE,else,0
0,readn,41,3074457345618258715,CONTROL_STRUCTURE,if (nread == 0),0
0,readn,42,3074457345618258716,equals,nread == 0,1
0,readn,43,3074457345618258717,IDENTIFIER,nread,0
0,readn,44,3074457345618258718,LITERAL,0,0
0,readn,45,3074457345618258719,CONTROL_STRUCTURE,break;,0
0,readn,46,3074457345618258720,assignmentMinus,nleft -= nread,1
0,readn,47,3074457345618258721,IDENTIFIER,nleft,0
0,readn,48,3074457345618258722,IDENTIFIER,nread,0
0,readn,49,3074457345618258723,assignmentPlus,ptr   += nread,1
0,readn,50,3074457345618258724,IDENTIFIER,ptr,0
0,readn,51,3074457345618258725,IDENTIFIER,nread,0
0,readn,52,3074457345618258726,RETURN,return(n - nleft);,0
0,readn,53,3074457345618258727,subtraction,n - nleft,1
0,readn,54,3074457345618258728,IDENTIFIER,n,0
0,readn,55,3074457345618258729,IDENTIFIER,nleft,0
0,readn,56,3074457345618258730,METHOD_RETURN,ANY,0
